,index,SPX,TradeDate,SPY
2619,2619,3055.73,2020-06-01,305.55
2620,2620,3080.82,2020-06-02,308.08
2621,2621,3122.87,2020-06-03,312.18
2622,2622,3112.35,2020-06-04,311.36
2623,2623,3193.93,2020-06-05,319.34
2624,2624,3232.39,2020-06-08,323.2
2625,2625,3207.18,2020-06-09,320.79
2626,2626,3190.14,2020-06-10,319.0
2627,2627,3002.1,2020-06-11,300.61
2628,2628,3041.31,2020-06-12,304.21
2629,2629,3066.59,2020-06-15,307.05
2630,2630,3124.74,2020-06-16,312.96
2631,2631,3113.49,2020-06-17,311.66
2632,2632,3115.34,2020-06-18,311.78
2633,2633,3097.74,2020-06-19,308.64
2634,2634,3117.86,2020-06-22,310.62
2635,2635,3131.29,2020-06-23,312.05
2636,2636,3050.33,2020-06-24,304.09
2637,2637,3083.76,2020-06-25,307.35
2638,2638,3009.05,2020-06-26,300.05
2639,2639,3053.24,2020-06-29,304.46
2640,2640,3100.29,2020-06-30,308.36
2641,2641,3115.86,2020-07-01,310.52
2642,2642,3130.01,2020-07-02,312.23
2643,2643,3179.72,2020-07-06,317.05
2644,2644,3145.32,2020-07-07,313.78
2645,2645,3169.94,2020-07-08,316.18
2646,2646,3152.05,2020-07-09,314.38
2647,2647,3185.04,2020-07-10,317.59
2648,2648,3155.22,2020-07-13,314.84
2649,2649,3197.52,2020-07-14,318.92
2650,2650,3226.56,2020-07-15,321.85
2651,2651,3215.57,2020-07-16,320.79
2652,2652,3224.73,2020-07-17,321.72
2653,2653,3251.84,2020-07-20,324.32
2654,2654,3257.3,2020-07-21,325.01
2655,2655,3276.02,2020-07-22,326.86
2656,2656,3235.66,2020-07-23,322.96
2657,2657,3215.63,2020-07-24,320.88
2658,2658,3239.41,2020-07-27,323.22
2659,2659,3218.44,2020-07-28,321.17
2660,2660,3258.44,2020-07-29,325.12
2661,2661,3246.22,2020-07-30,323.96
2662,2662,3271.12,2020-07-31,326.52
2663,2663,3294.61,2020-08-03,328.79
2664,2664,3306.51,2020-08-04,330.06
2665,2665,3327.77,2020-08-05,332.11
2666,2666,3349.16,2020-08-06,334.33
2667,2667,3351.28,2020-08-07,334.57
2668,2668,3360.47,2020-08-10,335.57
2669,2669,3333.69,2020-08-11,332.8
2670,2670,3380.35,2020-08-12,337.44
2671,2671,3373.43,2020-08-13,336.83
2672,2672,3372.85,2020-08-14,336.84
2673,2673,3381.99,2020-08-17,337.91
2674,2674,3389.78,2020-08-18,338.64
2675,2675,3374.85,2020-08-19,337.23
2676,2676,3385.51,2020-08-20,338.28
2677,2677,3397.16,2020-08-21,339.48
2678,2678,3431.28,2020-08-24,342.92
2679,2679,3443.62,2020-08-25,344.12
2680,2680,3478.73,2020-08-26,347.57
2681,2681,3484.55,2020-08-27,348.33
2682,2682,3508.01,2020-08-28,350.58
2683,2683,3500.31,2020-08-31,349.31
2684,2684,3526.65,2020-09-01,352.6
2685,2685,3580.84,2020-09-02,357.7
2686,2686,3455.06,2020-09-03,345.39
2687,2687,3426.96,2020-09-04,342.57
2688,2688,3331.84,2020-09-08,333.21
2689,2689,3398.96,2020-09-09,339.79
2690,2690,3339.19,2020-09-10,333.89
2691,2691,3340.97,2020-09-11,334.06
2692,2692,3383.54,2020-09-14,338.46
2693,2693,3401.2,2020-09-15,340.17
2694,2694,3385.49,2020-09-16,338.82
2695,2695,3357.01,2020-09-17,335.84
2696,2696,3319.47,2020-09-18,330.65
2697,2697,3281.06,2020-09-21,326.97
2698,2698,3315.57,2020-09-22,330.3
2699,2699,3236.92,2020-09-23,322.64
2700,2700,3246.59,2020-09-24,323.5
2701,2701,3298.46,2020-09-25,328.73
2702,2702,3351.6,2020-09-28,334.19
2703,2703,3335.47,2020-09-29,332.37
2704,2704,3363.0,2020-09-30,334.89
2705,2705,3380.8,2020-10-01,337.04
2706,2706,3348.44,2020-10-02,333.84
2707,2707,3408.63,2020-10-05,339.76
2708,2708,3360.95,2020-10-06,334.93
2709,2709,3419.45,2020-10-07,340.76
2710,2710,3446.83,2020-10-08,343.78
2711,2711,3477.13,2020-10-09,346.85
2712,2712,3534.22,2020-10-12,352.43
2713,2713,3511.93,2020-10-13,350.13
2714,2714,3488.67,2020-10-14,347.93
2715,2715,3483.34,2020-10-15,347.5
2716,2716,3483.81,2020-10-16,347.29
2717,2717,3426.92,2020-10-19,342.01
2718,2718,3443.12,2020-10-20,343.38
2719,2719,3435.56,2020-10-21,342.73
2720,2720,3453.49,2020-10-22,344.61
2721,2721,3465.39,2020-10-23,345.78
2722,2722,3400.97,2020-10-26,339.39
2723,2723,3390.68,2020-10-27,338.22
2724,2724,3271.03,2020-10-28,326.66
2725,2725,3310.11,2020-10-29,329.98
2726,2726,3269.96,2020-10-30,326.54
2727,2727,3310.24,2020-11-02,330.2
2728,2728,3369.16,2020-11-03,336.03
2729,2729,3443.44,2020-11-04,343.54
2730,2730,3510.45,2020-11-05,350.24
2731,2731,3509.44,2020-11-06,350.16
2732,2732,3550.5,2020-11-09,354.56
2733,2733,3545.53,2020-11-10,354.04
2734,2734,3572.66,2020-11-11,356.67
2735,2735,3537.01,2020-11-12,353.21
2736,2736,3585.15,2020-11-13,358.1
2737,2737,3626.91,2020-11-16,362.57
2738,2738,3609.53,2020-11-17,360.62
2739,2739,3567.79,2020-11-18,356.28
2740,2740,3581.87,2020-11-19,357.78
2741,2741,3557.54,2020-11-20,355.33
2742,2742,3577.59,2020-11-23,357.46
2743,2743,3635.41,2020-11-24,363.22
2744,2744,3629.65,2020-11-25,362.66
2745,2745,3638.35,2020-11-27,363.67
2746,2746,3621.63,2020-11-30,362.06
2747,2747,3662.45,2020-12-01,366.02
2748,2748,3669.01,2020-12-02,366.79
2749,2749,3666.72,2020-12-03,366.69
2750,2750,3699.12,2020-12-04,369.85
2751,2751,3691.96,2020-12-07,369.09
2752,2752,3702.25,2020-12-08,370.17
2753,2753,3672.82,2020-12-09,366.85
2754,2754,3668.1,2020-12-10,366.73
2755,2755,3663.46,2020-12-11,366.3
2756,2756,3647.49,2020-12-14,364.66
2757,2757,3694.62,2020-12-15,369.59
2758,2758,3701.17,2020-12-16,370.17
2759,2759,3722.48,2020-12-17,372.24
2760,2760,3709.41,2020-12-18,369.18
2761,2761,3694.92,2020-12-21,367.86
2762,2762,3687.26,2020-12-22,367.24
2763,2763,3690.01,2020-12-23,367.57
2764,2764,3703.06,2020-12-24,369.0
2765,2765,3735.36,2020-12-28,372.17
2766,2766,3727.04,2020-12-29,371.46
2767,2767,3732.04,2020-12-30,371.99
2768,2768,3756.07,2020-12-31,373.88
