,index,SPX,TradeDate,SPY
1351,1351,2129.2,2015-05-18,213.1
1352,1352,2127.83,2015-05-19,213.03
1353,1353,2125.85,2015-05-20,212.88
1354,1354,2130.82,2015-05-21,213.5
1355,1355,2126.06,2015-05-22,212.99
1356,1356,2104.2,2015-05-26,210.7
1357,1357,2123.48,2015-05-27,212.7
1358,1358,2120.79,2015-05-28,212.46
1359,1359,2107.39,2015-05-29,211.14
1360,1360,2111.73,2015-06-01,211.57
1361,1361,2109.6,2015-06-02,211.36
1362,1362,2114.07,2015-06-03,211.92
1363,1363,2095.84,2015-06-04,210.1292
1364,1364,2092.83,2015-06-05,209.77
1365,1365,2079.28,2015-06-08,208.48
1366,1366,2080.15,2015-06-09,208.45
1367,1367,2105.2,2015-06-10,210.95
1368,1368,2108.86,2015-06-11,211.63
1369,1369,2094.11,2015-06-12,210.01
1370,1370,2084.43,2015-06-15,209.11
1371,1371,2096.29,2015-06-16,210.25
1372,1372,2100.44,2015-06-17,210.59
1373,1373,2121.24,2015-06-18,212.78
1374,1374,2109.99,2015-06-19,210.81
1375,1375,2122.85,2015-06-22,211.89
1376,1376,2124.2,2015-06-23,212.04
1377,1377,2108.58,2015-06-24,210.5
1378,1378,2102.31,2015-06-25,209.86
1379,1379,2101.49,2015-06-26,209.82
1380,1380,2057.64,2015-06-29,205.42
1381,1381,2063.11,2015-06-30,205.85
1382,1382,2077.42,2015-07-01,207.5
1383,1383,2076.78,2015-07-02,207.31
1384,1384,2068.76,2015-07-06,206.72
1385,1385,2081.34,2015-07-07,208.02
1386,1386,2046.68,2015-07-08,204.53
1387,1387,2051.31,2015-07-09,204.9
1388,1388,2076.62,2015-07-10,207.48
1389,1389,2099.6,2015-07-13,209.77
1390,1390,2108.95,2015-07-14,210.68
1391,1391,2107.4,2015-07-15,210.61
1392,1392,2124.29,2015-07-16,212.3
1393,1393,2126.64,2015-07-17,212.48
1394,1394,2128.28,2015-07-20,212.59
1395,1395,2119.21,2015-07-21,211.75
1396,1396,2114.15,2015-07-22,211.37
1397,1397,2102.15,2015-07-23,210.18
1398,1398,2079.65,2015-07-24,208.0
1399,1399,2067.64,2015-07-27,206.79
1400,1400,2093.25,2015-07-28,209.33
1401,1401,2108.57,2015-07-29,210.77
1402,1402,2108.63,2015-07-30,210.82
1403,1403,2103.84,2015-07-31,210.5
1404,1404,2098.04,2015-08-03,209.79
1405,1405,2093.32,2015-08-04,209.38
1406,1406,2099.84,2015-08-05,210.07
1407,1407,2083.56,2015-08-06,208.35
1408,1408,2077.57,2015-08-07,207.95
1409,1409,2104.18,2015-08-10,210.57
1410,1410,2084.07,2015-08-11,208.67
1411,1411,2086.05,2015-08-12,208.92
1412,1412,2083.39,2015-08-13,208.66
1413,1413,2091.54,2015-08-14,209.42
1414,1414,2102.44,2015-08-17,210.59
1415,1415,2096.92,2015-08-18,209.98
1416,1416,2079.61,2015-08-19,208.32
1417,1417,2035.73,2015-08-20,203.97
1418,1418,1970.89,2015-08-21,197.83
1419,1419,1893.21,2015-08-24,189.5
1420,1420,1867.61,2015-08-25,187.27
1421,1421,1940.51,2015-08-26,194.46
1422,1422,1987.66,2015-08-27,199.27
1423,1423,1988.87,2015-08-28,199.28
1424,1424,1972.18,2015-08-31,197.67
1425,1425,1913.85,2015-09-01,191.77
1426,1426,1948.86,2015-09-02,195.41
1427,1427,1951.13,2015-09-03,195.55
1428,1428,1921.22,2015-09-04,192.59
1429,1429,1969.41,2015-09-08,197.43
1430,1430,1942.04,2015-09-09,194.79
1431,1431,1952.29,2015-09-10,195.85
1432,1432,1961.05,2015-09-11,196.74
1433,1433,1953.03,2015-09-14,196.01
1434,1434,1978.09,2015-09-15,198.46
1435,1435,1995.31,2015-09-16,200.18
1436,1436,1990.2,2015-09-17,199.73
1437,1437,1958.03,2015-09-18,195.45
1438,1438,1966.97,2015-09-21,196.46
1439,1439,1942.74,2015-09-22,193.91
1440,1440,1938.76,2015-09-23,193.6
1441,1441,1932.24,2015-09-24,192.9
1442,1442,1931.34,2015-09-25,192.85
1443,1443,1881.77,2015-09-28,188.01
1444,1444,1884.09,2015-09-29,188.12
1445,1445,1920.03,2015-09-30,191.63
1446,1446,1923.82,2015-10-01,192.13
1447,1447,1951.36,2015-10-02,195.0
1448,1448,1987.05,2015-10-05,198.47
1449,1449,1979.92,2015-10-06,197.79
1450,1450,1995.83,2015-10-07,199.41
1451,1451,2013.43,2015-10-08,201.21
1452,1452,2014.89,2015-10-09,201.33
1453,1453,2017.46,2015-10-12,201.52
1454,1454,2003.69,2015-10-13,200.25
1455,1455,1994.24,2015-10-14,199.29
1456,1456,2023.86,2015-10-15,202.35
1457,1457,2033.11,2015-10-16,203.27
1458,1458,2033.66,2015-10-19,203.37
1459,1459,2030.77,2015-10-20,203.11
1460,1460,2018.94,2015-10-21,201.85
1461,1461,2052.51,2015-10-22,205.26
1462,1462,2075.15,2015-10-23,207.51
1463,1463,2071.18,2015-10-26,207.0
1464,1464,2065.89,2015-10-27,206.6
1465,1465,2090.35,2015-10-28,208.95
1466,1466,2089.41,2015-10-29,208.83
1467,1467,2079.36,2015-10-30,207.93
1468,1468,2104.05,2015-11-02,210.39
1469,1469,2109.79,2015-11-03,211.0
1470,1470,2102.31,2015-11-04,210.36
1471,1471,2099.93,2015-11-05,210.15
1472,1472,2099.2,2015-11-06,210.04
1473,1473,2078.58,2015-11-09,208.08
1474,1474,2081.72,2015-11-10,208.56
1475,1475,2075.0,2015-11-11,207.74
1476,1476,2045.97,2015-11-12,204.84
1477,1477,2023.04,2015-11-13,202.54
1478,1478,2053.19,2015-11-16,205.62
1479,1479,2050.44,2015-11-17,205.47
1480,1480,2083.58,2015-11-18,208.73
1481,1481,2081.24,2015-11-19,208.55
1482,1482,2089.17,2015-11-20,209.3108
1483,1483,2086.59,2015-11-23,209.07
1484,1484,2089.14,2015-11-24,209.35
1485,1485,2088.87,2015-11-25,209.32
1486,1486,2090.11,2015-11-27,209.56
1487,1487,2080.41,2015-11-30,208.69
1488,1488,2102.63,2015-12-01,210.68
1489,1489,2079.51,2015-12-02,208.52900000000002
1490,1490,2049.62,2015-12-03,205.61
1491,1491,2091.69,2015-12-04,209.62
1492,1492,2077.07,2015-12-07,208.35
1493,1493,2063.59,2015-12-08,206.949
1494,1494,2047.62,2015-12-09,205.34
1495,1495,2052.23,2015-12-10,205.87
1496,1496,2012.37,2015-12-11,201.88
1497,1497,2021.94,2015-12-14,202.9008
1498,1498,2043.41,2015-12-15,205.0308
1499,1499,2073.07,2015-12-16,208.03
1500,1500,2041.89,2015-12-17,204.86
1501,1501,2005.55,2015-12-18,200.0208
1502,1502,2021.15,2015-12-21,201.67
1503,1503,2038.97,2015-12-22,203.5
1504,1504,2064.29,2015-12-23,206.02
1505,1505,2060.99,2015-12-24,205.68
1506,1506,2056.5,2015-12-28,205.21
1507,1507,2078.36,2015-12-29,207.4
1508,1508,2063.36,2015-12-30,205.93
1509,1509,2043.94,2015-12-31,203.87
1510,1510,2012.66,2016-01-04,201.0192
1511,1511,2016.71,2016-01-05,201.36
1512,1512,1990.26,2016-01-06,198.82
1513,1513,1943.09,2016-01-07,194.05
1514,1514,1922.03,2016-01-08,191.923
1515,1515,1923.67,2016-01-11,192.11
1516,1516,1938.68,2016-01-12,193.6608
1517,1517,1890.28,2016-01-13,188.83
1518,1518,1921.84,2016-01-14,191.93
1519,1519,1880.33,2016-01-15,187.81
1520,1520,1881.33,2016-01-19,188.06
1521,1521,1859.33,2016-01-20,185.65
1522,1522,1868.99,2016-01-21,186.69
1523,1523,1906.9,2016-01-22,190.52
1524,1524,1877.08,2016-01-25,187.64
1525,1525,1903.63,2016-01-26,190.2
1526,1526,1882.95,2016-01-27,188.13
1527,1527,1893.36,2016-01-28,189.11
1528,1528,1940.24,2016-01-29,193.7208
1529,1529,1939.38,2016-02-01,193.65
1530,1530,1903.03,2016-02-02,190.16
1531,1531,1912.53,2016-02-03,191.3
1532,1532,1915.45,2016-02-04,191.6
1533,1533,1880.05,2016-02-05,187.95
1534,1534,1853.44,2016-02-08,185.42
1535,1535,1852.21,2016-02-09,185.43
1536,1536,1851.86,2016-02-10,185.27
1537,1537,1829.08,2016-02-11,182.86
1538,1538,1864.78,2016-02-12,186.63
1539,1539,1895.58,2016-02-16,189.78
1540,1540,1926.82,2016-02-17,192.88
1541,1541,1917.83,2016-02-18,192.09
1542,1542,1917.78,2016-02-19,192.0
1543,1543,1945.5,2016-02-22,194.78
1544,1544,1921.27,2016-02-23,192.32
1545,1545,1929.8,2016-02-24,193.2
1546,1546,1951.7,2016-02-25,195.54
1547,1547,1948.05,2016-02-26,195.0892
1548,1548,1932.23,2016-02-29,193.56
1549,1549,1978.35,2016-03-01,198.11
1550,1550,1986.45,2016-03-02,199.0
1551,1551,1993.4,2016-03-03,199.775
1552,1552,1999.99,2016-03-04,200.43
1553,1553,2001.76,2016-03-07,200.59
1554,1554,1979.26,2016-03-08,198.4
1555,1555,1989.26,2016-03-09,199.38
1556,1556,1989.57,2016-03-10,199.54
1557,1557,2022.19,2016-03-11,202.76
1558,1558,2019.64,2016-03-14,202.5
1559,1559,2015.93,2016-03-15,202.17
1560,1560,2027.22,2016-03-16,203.34
1561,1561,2040.59,2016-03-17,204.63
1562,1562,2049.58,2016-03-18,204.38
1563,1563,2051.6,2016-03-21,204.67
1564,1564,2049.8,2016-03-22,204.56
1565,1565,2036.71,2016-03-23,203.2092
1566,1566,2035.94,2016-03-24,203.12
1567,1567,2037.05,2016-03-28,203.24
1568,1568,2055.01,2016-03-29,205.1208
1569,1569,2063.95,2016-03-30,206.02
1570,1570,2059.74,2016-03-31,205.52
1571,1571,2072.78,2016-04-01,206.92
1572,1572,2066.13,2016-04-04,206.25
1573,1573,2045.17,2016-04-05,204.1892
1574,1574,2066.66,2016-04-06,206.42
1575,1575,2041.91,2016-04-07,203.95
1576,1576,2047.6,2016-04-08,204.4992
1577,1577,2041.99,2016-04-11,204.0201
1578,1578,2061.72,2016-04-12,205.92
1579,1579,2082.42,2016-04-13,208.0008
1580,1580,2082.78,2016-04-14,208.01
1581,1581,2080.73,2016-04-15,207.78
1582,1582,2094.34,2016-04-18,209.2392
1583,1583,2100.8,2016-04-19,209.9
1584,1584,2102.4,2016-04-20,210.1
1585,1585,2091.48,2016-04-21,208.97
1586,1586,2091.58,2016-04-22,208.97
1587,1587,2087.79,2016-04-25,208.61
1588,1588,2091.7,2016-04-26,208.9192
1589,1589,2095.15,2016-04-27,209.35
1590,1590,2075.81,2016-04-28,207.4475
1591,1591,2065.3,2016-04-29,206.3308
1592,1592,2081.43,2016-05-02,207.97
1593,1593,2063.37,2016-05-03,206.1592
1594,1594,2051.12,2016-05-04,205.01
1595,1595,2050.63,2016-05-05,204.97
1596,1596,2057.14,2016-05-06,205.72
1597,1597,2058.69,2016-05-09,205.8892
1598,1598,2084.39,2016-05-10,208.45
1599,1599,2064.46,2016-05-11,206.5
1600,1600,2064.11,2016-05-12,206.56
1601,1601,2046.61,2016-05-13,204.76
1602,1602,2066.66,2016-05-16,206.78
1603,1603,2047.21,2016-05-17,204.8508
1604,1604,2047.63,2016-05-18,204.91
1605,1605,2040.04,2016-05-19,204.2
1606,1606,2052.32,2016-05-20,205.49
1607,1607,2048.04,2016-05-23,205.21
1608,1608,2076.06,2016-05-24,207.87
1609,1609,2090.54,2016-05-25,209.28
1610,1610,2090.1,2016-05-26,209.34
1611,1611,2099.06,2016-05-27,210.24
1612,1612,2096.96,2016-05-31,209.84
1613,1613,2099.33,2016-06-01,210.27
1614,1614,2105.26,2016-06-02,210.91
1615,1615,2099.13,2016-06-03,210.28
1616,1616,2109.41,2016-06-06,211.35
1617,1617,2112.13,2016-06-07,211.68
1618,1618,2119.12,2016-06-08,212.37
1619,1619,2115.48,2016-06-09,212.08
1620,1620,2096.07,2016-06-10,210.07
1621,1621,2079.06,2016-06-13,208.4492
1622,1622,2075.32,2016-06-14,208.04
1623,1623,2071.5,2016-06-15,207.75
1624,1624,2077.99,2016-06-16,208.37
1625,1625,2071.22,2016-06-17,206.52
1626,1626,2083.25,2016-06-20,207.85
1627,1627,2088.9,2016-06-21,208.44
1628,1628,2085.45,2016-06-22,208.1
1629,1629,2113.32,2016-06-23,210.81
1630,1630,2037.41,2016-06-24,203.13
1631,1631,2000.54,2016-06-27,199.6
1632,1632,2036.09,2016-06-28,203.1997
1633,1633,2070.77,2016-06-29,206.66
1634,1634,2098.86,2016-06-30,209.475
1635,1635,2102.95,2016-07-01,209.9208
1636,1636,2088.55,2016-07-05,208.41
1637,1637,2099.73,2016-07-06,209.66
1638,1638,2097.9,2016-07-07,209.52599999999998
1639,1639,2129.9,2016-07-08,212.65
1640,1640,2137.16,2016-07-11,213.4
1641,1641,2152.14,2016-07-12,214.95
1642,1642,2152.43,2016-07-13,214.92
1643,1643,2163.75,2016-07-14,216.12
1644,1644,2161.74,2016-07-15,215.83
1645,1645,2166.89,2016-07-18,216.4092
1646,1646,2163.78,2016-07-19,216.19
1647,1647,2173.02,2016-07-20,217.085
1648,1648,2165.17,2016-07-21,216.265
1649,1649,2175.03,2016-07-22,217.24
1650,1650,2168.48,2016-07-25,216.65
1651,1651,2169.18,2016-07-26,216.75
1652,1652,2166.58,2016-07-27,216.52
1653,1653,2170.06,2016-07-28,216.77
1654,1654,2173.6,2016-07-29,217.12
1655,1655,2170.84,2016-08-01,216.94
1656,1656,2157.03,2016-08-02,215.5492
1657,1657,2163.79,2016-08-03,216.18
1658,1658,2164.25,2016-08-04,216.4097
1659,1659,2182.87,2016-08-05,218.18
1660,1660,2180.89,2016-08-08,218.05
1661,1661,2181.74,2016-08-09,218.18
1662,1662,2175.49,2016-08-10,217.64
1663,1663,2185.79,2016-08-11,218.65
1664,1664,2184.05,2016-08-12,218.46
1665,1665,2190.15,2016-08-15,219.09
1666,1666,2178.15,2016-08-16,217.96
1667,1667,2182.22,2016-08-17,218.37
1668,1668,2187.02,2016-08-18,218.86
1669,1669,2183.87,2016-08-19,218.54
1670,1670,2182.64,2016-08-22,218.53
1671,1671,2186.9,2016-08-23,218.97
1672,1672,2175.44,2016-08-24,217.85
1673,1673,2172.47,2016-08-25,217.7
1674,1674,2169.04,2016-08-26,217.29
1675,1675,2180.38,2016-08-29,218.3608
1676,1676,2176.12,2016-08-30,218.0
1677,1677,2170.95,2016-08-31,217.38
1678,1678,2170.86,2016-09-01,217.39
1679,1679,2179.98,2016-09-02,218.37
1680,1680,2186.48,2016-09-06,219.0308
1681,1681,2186.16,2016-09-07,219.01
1682,1682,2181.3,2016-09-08,218.51
1683,1683,2127.81,2016-09-09,213.28
1684,1684,2159.04,2016-09-12,216.34
1685,1685,2127.02,2016-09-13,213.23
1686,1686,2125.77,2016-09-14,213.15
1687,1687,2147.26,2016-09-15,215.28
1688,1688,2139.16,2016-09-16,213.37
1689,1689,2139.12,2016-09-19,213.41
1690,1690,2139.76,2016-09-20,213.42
1691,1691,2163.12,2016-09-21,215.82
1692,1692,2177.18,2016-09-22,217.18
1693,1693,2164.69,2016-09-23,215.99
1694,1694,2146.1,2016-09-26,214.24
1695,1695,2159.93,2016-09-27,215.57
1696,1696,2171.37,2016-09-28,216.64
1697,1697,2151.13,2016-09-29,214.68
1698,1698,2168.27,2016-09-30,216.3
1699,1699,2161.2,2016-10-03,215.78
1700,1700,2150.49,2016-10-04,214.68
1701,1701,2159.73,2016-10-05,215.63
1702,1702,2160.77,2016-10-06,215.78
1703,1703,2153.74,2016-10-07,215.04
1704,1704,2163.66,2016-10-10,216.16
1705,1705,2136.73,2016-10-11,213.43
1706,1706,2139.18,2016-10-12,213.71
1707,1707,2132.55,2016-10-13,213.01
1708,1708,2132.98,2016-10-14,213.12
1709,1709,2126.5,2016-10-17,212.38
1710,1710,2139.6,2016-10-18,213.71
1711,1711,2144.29,2016-10-19,214.28
1712,1712,2141.34,2016-10-20,213.88
1713,1713,2141.16,2016-10-21,213.98
1714,1714,2151.33,2016-10-24,214.89
1715,1715,2143.16,2016-10-25,214.17
1716,1716,2139.43,2016-10-26,213.74
1717,1717,2133.04,2016-10-27,213.17
1718,1718,2126.41,2016-10-28,212.54
1719,1719,2126.15,2016-10-31,212.55
1720,1720,2111.72,2016-11-01,211.01
1721,1721,2097.94,2016-11-02,209.74
1722,1722,2088.66,2016-11-03,208.78
1723,1723,2085.18,2016-11-04,208.55
1724,1724,2131.52,2016-11-07,213.15
1725,1725,2139.56,2016-11-08,214.11
1726,1726,2163.26,2016-11-09,216.3792
1727,1727,2167.48,2016-11-10,216.92
1728,1728,2164.45,2016-11-11,216.42
1729,1729,2164.2,2016-11-14,216.59
1730,1730,2180.39,2016-11-15,218.28
1731,1731,2176.94,2016-11-16,217.87
1732,1732,2187.12,2016-11-17,218.99
1733,1733,2181.9,2016-11-18,218.5
1734,1734,2198.18,2016-11-21,220.15
1735,1735,2202.94,2016-11-22,220.58
1736,1736,2204.72,2016-11-23,220.7
1737,1737,2213.35,2016-11-25,221.52
1738,1738,2201.72,2016-11-28,220.48
1739,1739,2204.66,2016-11-29,220.91
1740,1740,2198.81,2016-11-30,220.38
1741,1741,2191.08,2016-12-01,219.57
1742,1742,2191.95,2016-12-02,219.68
1743,1743,2204.71,2016-12-05,221.0
1744,1744,2212.23,2016-12-06,221.7
1745,1745,2241.35,2016-12-07,224.6
1746,1746,2246.19,2016-12-08,225.15
1747,1747,2259.53,2016-12-09,226.51
1748,1748,2256.96,2016-12-12,226.25
1749,1749,2271.72,2016-12-13,227.76
1750,1750,2253.28,2016-12-14,225.88
1751,1751,2262.03,2016-12-15,226.81
1752,1752,2258.07,2016-12-16,225.04
1753,1753,2262.53,2016-12-19,225.53
1754,1754,2270.76,2016-12-20,226.4
1755,1755,2265.18,2016-12-21,225.77
1756,1756,2260.96,2016-12-22,225.38
1757,1757,2263.79,2016-12-23,225.71
1758,1758,2268.88,2016-12-27,226.27
1759,1759,2249.92,2016-12-28,224.4
1760,1760,2249.26,2016-12-29,224.35
1761,1761,2238.83,2016-12-30,223.53
1762,1762,2257.83,2017-01-03,225.24
1763,1763,2270.75,2017-01-04,226.58
1764,1764,2269.0,2017-01-05,226.4
1765,1765,2276.98,2017-01-06,227.21
1766,1766,2268.9,2017-01-09,226.46
1767,1767,2268.9,2017-01-10,226.46
1768,1768,2275.32,2017-01-11,227.1
1769,1769,2270.44,2017-01-12,226.53
1770,1770,2274.64,2017-01-13,227.05
1771,1771,2267.89,2017-01-17,226.25
1772,1772,2271.89,2017-01-18,226.75
1773,1773,2263.69,2017-01-19,225.91
1774,1774,2271.31,2017-01-20,226.74
1775,1775,2265.2,2017-01-23,226.15
1776,1776,2280.07,2017-01-24,227.6
1777,1777,2298.37,2017-01-25,229.57
1778,1778,2296.68,2017-01-26,229.33
1779,1779,2294.69,2017-01-27,228.97
1780,1780,2280.9,2017-01-30,227.55
1781,1781,2278.87,2017-01-31,227.53
1782,1782,2279.55,2017-02-01,227.62
1783,1783,2280.85,2017-02-02,227.77
1784,1784,2297.42,2017-02-03,229.34
1785,1785,2292.56,2017-02-06,228.93
1786,1786,2293.08,2017-02-07,228.94
1787,1787,2294.67,2017-02-08,229.24
1788,1788,2307.87,2017-02-09,230.6
1789,1789,2316.1,2017-02-10,231.51
1790,1790,2328.25,2017-02-13,232.77
1791,1791,2337.58,2017-02-14,233.7
1792,1792,2349.25,2017-02-15,234.92
1793,1793,2347.22,2017-02-16,234.72
1794,1794,2351.16,2017-02-17,235.09
1795,1795,2365.38,2017-02-21,236.49
1796,1796,2362.82,2017-02-22,236.28
1797,1797,2363.81,2017-02-23,236.44
1798,1798,2367.34,2017-02-24,236.74
1799,1799,2369.75,2017-02-27,237.11
1800,1800,2363.64,2017-02-28,236.47
1801,1801,2395.96,2017-03-01,239.78
1802,1802,2381.92,2017-03-02,238.27
1803,1803,2383.12,2017-03-03,238.42
1804,1804,2375.31,2017-03-06,237.71
1805,1805,2368.39,2017-03-07,237.0
1806,1806,2362.98,2017-03-08,236.56
1807,1807,2364.87,2017-03-09,236.86
1808,1808,2372.6,2017-03-10,237.69
1809,1809,2373.47,2017-03-13,237.81
1810,1810,2365.45,2017-03-14,236.9
1811,1811,2385.26,2017-03-15,238.95
1812,1812,2381.38,2017-03-16,238.48
1813,1813,2378.25,2017-03-17,237.03
1814,1814,2373.47,2017-03-20,236.77
1815,1815,2344.02,2017-03-21,233.73
1816,1816,2348.45,2017-03-22,234.28
1817,1817,2345.96,2017-03-23,234.03
1818,1818,2343.98,2017-03-24,233.86
1819,1819,2341.59,2017-03-27,233.62
1820,1820,2358.57,2017-03-28,235.32
1821,1821,2361.13,2017-03-29,235.54
1822,1822,2368.06,2017-03-30,236.29
1823,1823,2362.72,2017-03-31,235.74
1824,1824,2358.84,2017-04-03,235.33
1825,1825,2360.16,2017-04-04,235.48
1826,1826,2352.95,2017-04-05,234.78
1827,1827,2357.49,2017-04-06,235.44
1828,1828,2355.54,2017-04-07,235.2
1829,1829,2357.16,2017-04-10,235.34
1830,1830,2353.78,2017-04-11,235.06
1831,1831,2344.93,2017-04-12,234.03
1832,1832,2328.95,2017-04-13,232.51
1833,1833,2349.01,2017-04-17,234.57
1834,1834,2342.19,2017-04-18,233.87
1835,1835,2338.17,2017-04-19,233.44
1836,1836,2355.84,2017-04-20,235.34
1837,1837,2348.69,2017-04-21,234.59
1838,1838,2374.15,2017-04-24,237.17
1839,1839,2388.61,2017-04-25,238.55
1840,1840,2387.45,2017-04-26,238.4
1841,1841,2388.77,2017-04-27,238.6
1842,1842,2384.2,2017-04-28,238.08
1843,1843,2388.33,2017-05-01,238.68
1844,1844,2391.17,2017-05-02,238.77
1845,1845,2388.13,2017-05-03,238.48
1846,1846,2389.52,2017-05-04,238.76
1847,1847,2399.29,2017-05-05,239.7
1848,1848,2399.38,2017-05-08,239.66
1849,1849,2396.92,2017-05-09,239.44
1850,1850,2399.63,2017-05-10,239.87
1851,1851,2394.44,2017-05-11,239.38
1852,1852,2390.9,2017-05-12,238.98
1853,1853,2402.32,2017-05-15,240.3
1854,1854,2400.67,2017-05-16,240.08
1855,1855,2357.03,2017-05-17,235.82
1856,1856,2365.72,2017-05-18,236.77
1857,1857,2381.73,2017-05-19,238.31
1858,1858,2394.02,2017-05-22,239.52
1859,1859,2398.42,2017-05-23,240.05
1860,1860,2404.39,2017-05-24,240.61
1861,1861,2415.07,2017-05-25,241.76
1862,1862,2415.82,2017-05-26,241.71
1863,1863,2412.91,2017-05-30,241.5
1864,1864,2411.8,2017-05-31,241.44
1865,1865,2430.06,2017-06-01,243.36
1866,1866,2439.07,2017-06-02,244.17
1867,1867,2436.1,2017-06-05,243.99
1868,1868,2429.33,2017-06-06,243.21
1869,1869,2433.14,2017-06-07,243.66
1870,1870,2433.79,2017-06-08,243.78
1871,1871,2431.77,2017-06-09,243.41
1872,1872,2429.39,2017-06-12,243.36
1873,1873,2440.35,2017-06-13,244.55
1874,1874,2437.92,2017-06-14,244.24
1875,1875,2432.46,2017-06-15,243.77
1876,1876,2433.15,2017-06-16,242.64
1877,1877,2453.46,2017-06-19,244.66
1878,1878,2437.03,2017-06-20,243.01
1879,1879,2435.61,2017-06-21,242.95
1880,1880,2434.5,2017-06-22,242.84
1881,1881,2438.3,2017-06-23,243.13
1882,1882,2439.07,2017-06-26,243.29
1883,1883,2419.38,2017-06-27,241.33
1884,1884,2440.69,2017-06-28,243.49
1885,1885,2419.7,2017-06-29,241.35
1886,1886,2423.41,2017-06-30,241.8
1887,1887,2429.01,2017-07-03,242.21
1888,1888,2432.54,2017-07-05,242.77
1889,1889,2409.75,2017-07-06,240.55
1890,1890,2425.18,2017-07-07,242.11
1891,1891,2427.43,2017-07-10,242.37
1892,1892,2425.53,2017-07-11,242.19
1893,1893,2443.25,2017-07-12,244.01
1894,1894,2447.83,2017-07-13,244.42
1895,1895,2459.27,2017-07-14,245.56
1896,1896,2459.14,2017-07-17,245.53
1897,1897,2460.61,2017-07-18,245.66
1898,1898,2473.83,2017-07-19,246.99
1899,1899,2473.45,2017-07-20,247.1
1900,1900,2472.54,2017-07-21,246.88
1901,1901,2469.91,2017-07-24,246.82
1902,1902,2477.13,2017-07-25,247.42
1903,1903,2477.83,2017-07-26,247.43
1904,1904,2475.42,2017-07-27,247.2
1905,1905,2472.1,2017-07-28,246.91
1906,1906,2470.3,2017-07-31,246.77
1907,1907,2476.35,2017-08-01,247.32
1908,1908,2477.57,2017-08-02,247.44
1909,1909,2472.16,2017-08-03,246.96
1910,1910,2476.83,2017-08-04,247.41
1911,1911,2480.91,2017-08-07,247.87
1912,1912,2474.92,2017-08-08,247.26
1913,1913,2474.02,2017-08-09,247.25
1914,1914,2438.21,2017-08-10,243.76
1915,1915,2441.32,2017-08-11,244.12
1916,1916,2465.84,2017-08-14,246.54
1917,1917,2464.61,2017-08-15,246.51
1918,1918,2468.11,2017-08-16,246.94
1919,1919,2430.01,2017-08-17,243.09
1920,1920,2425.55,2017-08-18,242.71
1921,1921,2428.37,2017-08-21,242.9
1922,1922,2452.51,2017-08-22,245.44
1923,1923,2444.04,2017-08-23,244.56
1924,1924,2438.97,2017-08-24,243.99
1925,1925,2443.05,2017-08-25,244.56
1926,1926,2444.24,2017-08-28,244.57
1927,1927,2446.3,2017-08-29,244.85
1928,1928,2457.59,2017-08-30,246.01
1929,1929,2471.65,2017-08-31,247.49
1930,1930,2476.55,2017-09-01,247.84
1931,1931,2457.85,2017-09-05,246.06
1932,1932,2465.54,2017-09-06,246.9
1933,1933,2465.1,2017-09-07,246.87
1934,1934,2461.43,2017-09-08,246.58
1935,1935,2488.11,2017-09-11,249.21
1936,1936,2496.48,2017-09-12,250.05
1937,1937,2498.37,2017-09-13,250.17
1938,1938,2495.62,2017-09-14,250.09
1939,1939,2500.23,2017-09-15,249.19
1940,1940,2503.87,2017-09-18,249.72
1941,1941,2506.65,2017-09-19,249.97
1942,1942,2508.24,2017-09-20,250.06
1943,1943,2500.6,2017-09-21,249.39
1944,1944,2502.22,2017-09-22,249.44
1945,1945,2496.66,2017-09-25,248.93
1946,1946,2496.84,2017-09-26,249.08
1947,1947,2507.04,2017-09-27,250.05
1948,1948,2510.06,2017-09-28,250.35
1949,1949,2519.36,2017-09-29,251.23
1950,1950,2529.12,2017-10-02,252.32
1951,1951,2534.58,2017-10-03,252.86
1952,1952,2537.74,2017-10-04,253.16
1953,1953,2552.07,2017-10-05,254.66
1954,1954,2549.33,2017-10-06,254.37
1955,1955,2544.73,2017-10-09,253.95
1956,1956,2550.64,2017-10-10,254.62
1957,1957,2555.24,2017-10-11,255.02
1958,1958,2550.93,2017-10-12,254.64
1959,1959,2553.17,2017-10-13,254.95
1960,1960,2557.64,2017-10-16,255.29
1961,1961,2559.36,2017-10-17,255.47
1962,1962,2561.26,2017-10-18,255.72
1963,1963,2562.1,2017-10-19,255.79
1964,1964,2575.21,2017-10-20,257.11
1965,1965,2564.98,2017-10-23,256.11
1966,1966,2569.13,2017-10-24,256.56
1967,1967,2557.15,2017-10-25,255.29
1968,1968,2560.4,2017-10-26,255.62
1969,1969,2581.07,2017-10-27,257.71
1970,1970,2572.83,2017-10-30,256.75
1971,1971,2575.26,2017-10-31,257.15
1972,1972,2579.36,2017-11-01,257.49
1973,1973,2579.85,2017-11-02,257.59
1974,1974,2587.84,2017-11-03,258.45
1975,1975,2591.13,2017-11-06,258.85
1976,1976,2590.64,2017-11-07,258.67
1977,1977,2594.38,2017-11-08,259.11
1978,1978,2584.62,2017-11-09,258.17
1979,1979,2582.3,2017-11-10,258.09
1980,1980,2584.84,2017-11-13,258.33
1981,1981,2578.87,2017-11-14,257.73
1982,1982,2564.62,2017-11-15,256.44
1983,1983,2585.64,2017-11-16,258.62
